gender|SeniorCitizen|Partner|Dependents|tenure|PhoneService|MultipleLines|InternetService|OnlineSecurity|OnlineBackup|DeviceProtection|TechSupport|StreamingTV|StreamingMovies|Contract|PaperlessBilling|PaymentMethod|MonthlyCharges|TotalCharges|Churn|PaymentMethods|tenures|Contracts|MultipleLiness|Partners|Dependentss|PhoneServices|InternetServices|OnlineSecuritys|OnlineBackups|DeviceProtections|TechSupports|StreamingTVs|StreamingMoviess|PaperlessBillings|churned|SeniorCitizens|MonthlyChargess|TotalChargess
Female|0.0|Yes|Yes|48.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Bank transfer (automatic)|20.65|1057.0|No|2.0|60.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|26.0|4507.0
Female|0.0|Yes|Yes|46.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|Yes|Mailed check|19.95|927.1|No|1.0|37.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|2.0|3580.0
Male|0.0|Yes|No|29.0|No|No phone service|DSL|No|No|No|No|Yes|No|Month-to-month|No|Mailed check|33.75|1009.25|No|1.0|42.0|0.0|2.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1575.0|931.0
Male|0.0|Yes|Yes|30.0|Yes|No|Fiber optic|No|Yes|Yes|No|No|No|Month-to-month|No|Bank transfer (automatic)|82.05|2570.2|No|2.0|40.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1105.0|266.0
Male|1.0|No|No|1.0|Yes|No|Fiber optic|No|No|No|Yes|No|No|Month-to-month|No|Electronic check|74.7|74.7|No|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|262.0|17.0
Male|0.0|Yes|Yes|66.0|Yes|Yes|DSL|Yes|No|Yes|Yes|Yes|Yes|Two year|Yes|Mailed check|84.0|5714.25|No|1.0|23.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|704.0|5384.0
Female|0.0|No|No|65.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|No|Yes|Yes|Month-to-month|Yes|Credit card (automatic)|111.05|7107.0|No|3.0|34.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|1095.0|2516.0
Male|0.0|No|No|72.0|Yes|Yes|Fiber optic|No|Yes|Yes|No|Yes|Yes|Two year|Yes|Bank transfer (automatic)|100.9|7459.05|No|2.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|674.0|1743.0
Female|0.0|No|No|12.0|Yes|Yes|Fiber optic|Yes|No|No|No|No|No|Month-to-month|Yes|Electronic check|78.95|927.35|Yes|0.0|11.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|106.0|517.0
Male|0.0|Yes|Yes|71.0|Yes|Yes|DSL|Yes|Yes|No|Yes|No|No|One year|Yes|Credit card (automatic)|66.85|4748.7|No|3.0|5.0|2.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|734.0|1995.0
Male|0.0|No|No|5.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|21.05|113.85|Yes|1.0|6.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|1.0|0.0|339.0|2090.0
Male|0.0|No|No|52.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Bank transfer (automatic)|21.0|1107.2|No|2.0|29.0|1.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|495.0|717.0
Female|1.0|Yes|No|25.0|Yes|No|Fiber optic|No|Yes|Yes|No|Yes|Yes|Month-to-month|Yes|Electronic check|98.5|2514.5|Yes|0.0|31.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|632.0|6483.0
Male|0.0|No|No|1.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|20.2|20.2|No|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|15.0|0.0
Female|0.0|Yes|Yes|1.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Electronic check|19.45|19.45|No|0.0|0.0|0.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|21.0|8.0
Male|0.0|No|No|38.0|Yes|Yes|Fiber optic|No|No|Yes|Yes|Yes|No|One year|No|Bank transfer (automatic)|95.0|3605.6|No|2.0|67.0|2.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|0.0|46.0|3236.0
Female|1.0|Yes|No|66.0|No|No phone service|DSL|No|Yes|Yes|No|Yes|No|One year|No|Bank transfer (automatic)|45.55|3027.25|No|2.0|23.0|2.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|1.0|0.0|1.0|289.0|4118.0
Male|0.0|Yes|No|68.0|Yes|Yes|Fiber optic|No|Yes|Yes|Yes|Yes|Yes|Two year|Yes|Bank transfer (automatic)|110.0|7611.85|Yes|2.0|15.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|0.0|696.0|5086.0
Male|0.0|No|No|5.0|No|No phone service|DSL|No|No|No|No|No|No|Month-to-month|No|Mailed check|24.3|100.2|No|1.0|6.0|0.0|2.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|230.0|5736.0
Female|0.0|Yes|Yes|72.0|Yes|Yes|Fiber optic|Yes|Yes|No|No|Yes|Yes|One year|Yes|Electronic check|104.15|7303.05|No|0.0|1.0|2.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|291.0|1455.0
Female|0.0|No|No|32.0|No|No phone service|DSL|Yes|No|No|No|No|No|One year|No|Mailed check|30.15|927.65|No|1.0|47.0|2.0|2.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1076.0|4595.0
Male|0.0|No|No|43.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|Yes|One year|No|Mailed check|94.35|3921.3|No|1.0|57.0|2.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|625.0|6130.0
Male|0.0|Yes|Yes|72.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Credit card (automatic)|19.4|1363.25|No|3.0|1.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|17.0|5153.0
Male|0.0|Yes|No|55.0|Yes|Yes|Fiber optic|Yes|Yes|No|No|Yes|No|Month-to-month|Yes|Electronic check|96.75|5238.9|Yes|0.0|63.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|437.0|6395.0
Female|0.0|No|No|52.0|Yes|No|DSL|Yes|No|Yes|Yes|No|No|One year|No|Credit card (automatic)|57.95|3042.25|No|3.0|29.0|2.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|976.0|2609.0
Female|0.0|No|No|43.0|Yes|No|Fiber optic|No|Yes|Yes|No|Yes|No|Month-to-month|Yes|Electronic check|91.65|3954.1|No|0.0|57.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|770.0|3750.0
Female|1.0|Yes|No|37.0|Yes|Yes|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|76.5|2868.15|Yes|0.0|56.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|656.0|4944.0
Female|0.0|Yes|Yes|64.0|No|No phone service|DSL|No|Yes|No|Yes|Yes|Yes|Two year|Yes|Electronic check|54.6|3423.5|No|0.0|30.0|1.0|2.0|1.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|319.0|2456.0
Male|0.0|Yes|Yes|3.0|Yes|No|Fiber optic|Yes|Yes|No|No|Yes|No|Month-to-month|No|Electronic check|89.85|248.4|No|0.0|3.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|50.0|1051.0
Female|0.0|No|No|36.0|No|No phone service|DSL|Yes|No|No|No|No|No|Two year|No|Bank transfer (automatic)|31.05|1126.35|No|2.0|71.0|1.0|2.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|958.0|3453.0
Female|0.0|Yes|Yes|10.0|Yes|Yes|Fiber optic|Yes|No|No|No|Yes|Yes|Month-to-month|Yes|Electronic check|100.25|1064.65|Yes|0.0|12.0|0.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|336.0|6263.0
Female|0.0|No|No|41.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|20.65|835.15|No|1.0|44.0|1.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|26.0|6179.0
Male|0.0|Yes|Yes|27.0|Yes|Yes|Fiber optic|No|Yes|No|Yes|No|No|Month-to-month|Yes|Credit card (automatic)|85.2|2151.6|No|3.0|41.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|148.0|130.0
Female|0.0|Yes|Yes|56.0|Yes|Yes|Fiber optic|No|No|Yes|No|Yes|Yes|One year|Yes|Credit card (automatic)|99.8|5515.45|No|3.0|28.0|2.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|249.0|4974.0
Female|0.0|No|No|6.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|20.7|112.75|No|1.0|13.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|51.0|4634.0
Male|0.0|No|No|3.0|Yes|Yes|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|74.4|229.55|Yes|0.0|3.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|34.0|357.0
Female|0.0|Yes|Yes|7.0|Yes|No|DSL|Yes|No|No|No|No|No|Month-to-month|No|Mailed check|50.7|350.35|No|1.0|7.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|446.0|6286.0
Female|0.0|Yes|Yes|4.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|20.85|62.9|No|1.0|4.0|0.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|38.0|3937.0
Male|0.0|No|No|33.0|Yes|No|Fiber optic|Yes|No|No|Yes|Yes|No|Two year|Yes|Electronic check|88.95|3027.65|No|0.0|62.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|525.0|1041.0
Female|1.0|No|No|27.0|Yes|Yes|Fiber optic|No|No|Yes|No|No|No|Month-to-month|Yes|Electronic check|78.05|2135.5|Yes|0.0|41.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1029.0|5207.0
Male|0.0|Yes|No|72.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|Yes|Bank transfer (automatic)|23.55|1723.95|No|2.0|1.0|1.0|1.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|920.0|1133.0
Male|0.0|No|No|1.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|19.75|19.75|No|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|9.0|1.0
Male|1.0|No|No|71.0|No|No phone service|DSL|Yes|Yes|No|No|Yes|Yes|One year|Yes|Electronic check|56.45|3985.35|No|0.0|5.0|2.0|2.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|1555.0|4968.0
Female|0.0|No|No|13.0|Yes|Yes|Fiber optic|No|No|No|No|No|Yes|Month-to-month|Yes|Electronic check|85.95|1215.65|No|0.0|14.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|139.0|4469.0
Female|0.0|Yes|Yes|25.0|No|No phone service|DSL|Yes|Yes|Yes|No|Yes|Yes|Month-to-month|Yes|Credit card (automatic)|58.6|1502.65|Yes|3.0|31.0|0.0|2.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|412.0|1395.0
Male|0.0|No|No|67.0|Yes|No|DSL|No|No|No|Yes|No|No|Two year|No|Bank transfer (automatic)|50.55|3260.1|No|2.0|18.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|87.0|4359.0
Male|0.0|No|No|1.0|No|No phone service|DSL|No|No|No|No|No|Yes|Month-to-month|Yes|Electronic check|35.45|35.45|Yes|0.0|0.0|0.0|2.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|580.0|1972.0
Male|0.0|No|No|2.0|Yes|No|DSL|No|No|No|No|No|No|Month-to-month|No|Electronic check|44.35|81.25|Yes|0.0|2.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|550.0|5375.0
Female|0.0|No|No|43.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|Yes|Credit card (automatic)|25.7|1188.2|No|3.0|57.0|1.0|1.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|95.0|1866.0
Female|0.0|No|No|23.0|Yes|No|Fiber optic|Yes|No|No|No|No|No|Month-to-month|Yes|Bank transfer (automatic)|75.0|1778.5|No|2.0|26.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|189.0|4544.0
Female|0.0|Yes|Yes|64.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|20.2|1277.75|No|1.0|30.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|15.0|5379.0
Male|0.0|No|Yes|57.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|Yes|Mailed check|19.6|1170.55|No|1.0|55.0|1.0|0.0|0.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|14.0|3254.0
Female|1.0|Yes|No|1.0|Yes|No|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Mailed check|70.45|70.45|Yes|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|197.0|63.0
Female|1.0|Yes|Yes|72.0|Yes|Yes|DSL|Yes|Yes|Yes|Yes|Yes|Yes|Two year|Yes|Credit card (automatic)|88.05|6425.65|No|3.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|545.0|4425.0
Female|0.0|No|No|8.0|Yes|Yes|DSL|Yes|No|No|Yes|No|Yes|Month-to-month|No|Electronic check|71.15|563.65|Yes|0.0|8.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|978.0|5090.0
Female|0.0|Yes|No|61.0|Yes|Yes|Fiber optic|No|Yes|No|No|Yes|Yes|Two year|Yes|Bank transfer (automatic)|101.05|5971.25|No|2.0|36.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|686.0|3821.0
Male|0.0|No|No|64.0|Yes|Yes|Fiber optic|Yes|Yes|No|No|No|No|One year|Yes|Credit card (automatic)|84.3|5289.05|No|3.0|30.0|2.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|56.0|4935.0
Male|1.0|Yes|No|71.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Bank transfer (automatic)|23.95|1756.2|No|2.0|5.0|1.0|1.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|1.0|543.0|5188.0
Female|0.0|Yes|Yes|65.0|Yes|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|No|Two year|Yes|Credit card (automatic)|99.05|6416.7|No|3.0|34.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|325.0|1379.0
Male|0.0|No|No|3.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|No|Mailed check|19.6|61.35|No|1.0|3.0|2.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|14.0|6034.0
Male|0.0|No|No|1.0|Yes|No|DSL|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|45.65|45.65|Yes|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|314.0|87.0
Male|0.0|No|Yes|30.0|Yes|No|DSL|No|Yes|Yes|No|Yes|No|One year|No|Credit card (automatic)|64.5|1929.95|No|3.0|40.0|2.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|1.0|0.0|0.0|652.0|722.0
Male|0.0|Yes|Yes|15.0|Yes|No|DSL|No|Yes|Yes|Yes|No|Yes|Month-to-month|Yes|Mailed check|69.5|1071.4|No|1.0|16.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|82.0|4806.0
Female|0.0|Yes|Yes|8.0|Yes|No|DSL|No|No|No|Yes|Yes|Yes|Month-to-month|Yes|Electronic check|68.55|564.35|No|0.0|8.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|1385.0|273.0
Male|0.0|No|No|7.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|Yes|Month-to-month|No|Mailed check|95.0|655.5|Yes|1.0|7.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|46.0|868.0
Female|0.0|Yes|Yes|70.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|No|Yes|Yes|One year|Yes|Credit card (automatic)|108.15|7930.55|No|3.0|9.0|2.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|585.0|1763.0
Male|0.0|Yes|Yes|62.0|Yes|No|DSL|Yes|Yes|Yes|Yes|Yes|Yes|Two year|No|Electronic check|86.1|5215.25|No|0.0|46.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|304.0|1317.0
Female|0.0|Yes|Yes|6.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|19.7|113.5|No|1.0|13.0|0.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|6.0|265.0
Female|0.0|Yes|Yes|14.0|Yes|No|Fiber optic|No|No|No|No|No|Yes|Month-to-month|Yes|Bank transfer (automatic)|80.9|1152.8|No|2.0|35.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|592.0|638.0
Female|0.0|No|No|22.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|No|Month-to-month|Yes|Bank transfer (automatic)|84.15|1821.95|No|2.0|22.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|718.0|3826.0
Male|0.0|Yes|Yes|22.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|No|Mailed check|20.15|419.9|No|1.0|22.0|2.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|7.0|3549.0
Male|0.0|Yes|Yes|16.0|Yes|No|DSL|Yes|No|Yes|No|Yes|No|Two year|No|Mailed check|64.25|1024.0|No|1.0|27.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|1.0|0.0|1.0|0.0|0.0|1205.0|5107.0
Male|0.0|No|No|10.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Bank transfer (automatic)|25.7|251.6|No|2.0|12.0|1.0|1.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|95.0|4681.0
Female|0.0|No|Yes|13.0|Yes|No|DSL|Yes|Yes|No|No|No|No|Month-to-month|Yes|Electronic check|56.0|764.55|No|0.0|14.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1416.0|5462.0
Female|0.0|Yes|No|20.0|Yes|Yes|Fiber optic|Yes|No|No|No|No|No|Month-to-month|No|Electronic check|82.4|1592.35|Yes|0.0|43.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1411.0|486.0
Female|0.0|No|No|2.0|Yes|No|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|69.7|135.2|No|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|90.0|3316.0
Male|0.0|No|No|53.0|Yes|Yes|DSL|No|Yes|Yes|Yes|No|Yes|Two year|Yes|Bank transfer (automatic)|73.9|3958.25|No|2.0|45.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|448.0|5391.0
Female|0.0|Yes|Yes|11.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|No|Mailed check|20.6|233.9|No|1.0|17.0|2.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|37.0|4360.0
Male|0.0|Yes|No|69.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|19.9|1363.45|No|1.0|20.0|1.0|0.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|3.0|4981.0
Female|0.0|No|No|4.0|Yes|No|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Bank transfer (automatic)|70.9|273.0|Yes|2.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|420.0|3423.0
Male|0.0|Yes|No|72.0|Yes|Yes|DSL|Yes|Yes|Yes|Yes|Yes|Yes|Two year|Yes|Bank transfer (automatic)|89.05|6254.45|No|2.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|349.0|5707.0
Male|1.0|Yes|No|58.0|No|No phone service|DSL|No|Yes|Yes|No|No|Yes|Month-to-month|Yes|Electronic check|45.3|2651.2|Yes|0.0|52.0|0.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|110.0|162.0
Female|0.0|Yes|Yes|16.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Electronic check|20.4|321.4|No|0.0|27.0|0.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|19.0|2479.0
Male|0.0|Yes|No|43.0|Yes|No|Fiber optic|Yes|No|Yes|Yes|No|No|One year|Yes|Bank transfer (automatic)|84.25|3539.25|No|2.0|57.0|2.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|516.0|1599.0
Female|0.0|Yes|No|2.0|Yes|Yes|Fiber optic|No|No|Yes|Yes|Yes|Yes|Month-to-month|Yes|Electronic check|104.4|242.8|Yes|0.0|2.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|1.0|0.0|78.0|3134.0
Male|0.0|Yes|No|14.0|Yes|No|DSL|No|Yes|Yes|Yes|Yes|Yes|Two year|No|Mailed check|81.95|1181.75|No|1.0|35.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|598.0|5141.0
Female|0.0|Yes|No|53.0|Yes|No|Fiber optic|No|No|Yes|No|Yes|Yes|One year|Yes|Bank transfer (automatic)|94.85|5000.2|Yes|2.0|45.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|465.0|6155.0
Female|0.0|No|No|32.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|No|Bank transfer (automatic)|20.55|654.55|No|2.0|47.0|2.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|23.0|3562.0
Female|0.0|Yes|No|34.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Electronic check|24.7|780.2|No|0.0|54.0|0.0|1.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|60.0|6217.0
